"dose","chrom","start","end","atac","h3k27ac","pro_plus_abs","pro_minus_abs","proseq_mag","proseq_bidir","atac_log","h3k27ac_log","proseq_log","enhancer_score","pc1_var_explained","strength_tier"
"1nM","chr1",200016762,200017230,117.95,25.38888889,31.47,16.939,48.409,0.538258659040356,4.77870323674897,3.27294304618058,3.9001325938348,2.04795300208983,0.77672,"strong"
"1nM","chr1",200114645,200114942,36.30769231,4.875,1.123333333,1.304,2.427333333,0.861451942484663,3.6191995335378,1.77070606003022,1.23178250486795,-0.710791784305107,0.77672,"middle"
"1nM","chr1",200118794,200118972,43,8,2.922,3.91,6.832,0.747314578005115,3.78418963391826,2.19722457733622,2.05821790522821,-0.00120083759073687,0.77672,"middle"
"1nM","chr1",200337241,200337541,28.18181818,2.333333333,0.56,2.715,3.275,0.206261510128913,3.37354585026934,1.20397280422594,1.45278410238872,-1.07724240603932,0.77672,"weak"
"1nM","chr1",200486770,200486982,19.9,0.3333333333,0.56,1.0875,1.6475,0.514942528735632,3.03974915897077,0.287682072426781,0.973615798493424,-2.00552949902049,0.77672,"weak"
"1nM","chr1",201045009,201045408,16.23529412,2.428571429,0,0.7233333333,0.7233333333,0,2.84695926509737,1.23214368141763,0.544260399832886,-1.80597801767177,0.77672,"weak"
"1nM","chr1",201170173,201170376,9.8,34,4.12,2.1725,6.2925,0.527305825242718,2.37954613413017,3.55534806148941,1.98684642275974,-0.187022778979877,0.77672,"middle"
"1nM","chr1",201286576,201286833,29.4,6.545454545,0.3733333333,3.908,4.2813333333,0.0955305356448311,3.41444260841218,2.02094533493799,1.66417859108525,-0.510213198604441,0.77672,"middle"
"1nM","chr1",201353409,201353621,106.125,2.6,1.685,0,1.685,0,4.67399637691794,1.28093384546206,0.987680727960828,-0.415813156675632,0.77672,"middle"
"1nM","chr1",202058754,202058948,27.625,20,2.245,2.17,4.415,0.966592427616926,3.3542804618744,3.04452243772342,1.68917288045295,0.0213594378763651,0.77672,"middle"
"1nM","chr1",202106436,202106640,136.7777778,35,29.446,1.45,30.896,0.0492426815187122,4.92564208142415,3.58351893845611,3.46248061007905,2.1142622824728,0.77672,"strong"
"1nM","chr1",202108269,202108551,99.84615385,33.45454545,12.04142857,1.738,13.77942857,0.144335033828964,4.6135961263403,3.53964093215213,2.69323625239105,1.54553762888745,0.77672,"strong"
"1nM","chr1",202112820,202113162,143.2,33.07692308,9.741666667,10.85857143,20.600238097,0.89714072700998,4.97120122485085,3.52862041267389,3.07270433763863,1.93803293826104,0.77672,"strong"
"1nM","chr1",202132102,202132287,142.625,88.125,5.62,14.9325,20.5525,0.376360287962498,4.96720573616892,4.49003987873446,3.07049181910194,2.45923157693345,0.77672,"strong"
"1nM","chr1",202132591,202132820,245.3,57.6,11.42666667,19.326,30.75266667,0.591258753492704,5.50655030512649,4.07073469658297,3.45797671141807,2.74828910613244,0.77672,"strong"
"1nM","chr1",202269705,202270081,56.6,12.375,1.122,9.12,10.242,0.123026315789474,4.05352256770185,2.59338729278207,2.41965676457988,0.549181863030946,0.77672,"middle"
"1nM","chr1",202335270,202335756,93.6,21.5,39.01571429,12.161,51.17671429,0.311694921425979,4.54965747605783,3.11351530921037,3.95463630896399,1.83951101693815,0.77672,"strong"
"1nM","chr1",202532189,202532486,80.66666667,0.5,0.3733333333,0,0.3733333333,0,4.40264592191743,0.405465108108164,0.317240874669053,-1.36805218818035,0.77672,"weak"
"1nM","chr1",203059391,203059667,40.1,8.1,7.8675,7.96,15.8275,0.988379396984925,3.71600812150219,2.2082744135228,2.82301445290273,0.305340136124131,0.77672,"middle"
"1nM","chr1",203086777,203087224,30.05555556,25.9375,2.621666667,1.861428571,4.483095238,0.710017255218052,3.43577771540205,3.29351936786397,1.70166976595919,0.214808158997657,0.77672,"middle"
"1nM","chr1",203089230,203089769,151.3333333,28.61111111,2.698,2.172,4.87,0.805040770941438,5.02607110200728,3.38814966623216,1.76985463384,1.3103937516568,0.77672,"strong"
"1nM","chr1",203284600,203284842,48.2,2.666666667,0.75,0.545,1.295,0.726666666666667,3.89589362349826,1.29928298422117,0.830732843512508,-0.972158768225399,0.77672,"weak"
"1nM","chr1",203409672,203409876,20,3.166666667,1.685,0,1.685,0,3.04452243772342,1.42711635572015,0.987680727960828,-1.3742634037932,0.77672,"weak"
"1nM","chr1",204380560,204380839,170.7272727,33.36363636,47.39,69.924,117.314,0.677735827469824,5.14590759454433,3.5369989227154,4.7733421071776,2.81875106054782,0.77672,"strong"
"1nM","chr1",204381179,204381376,35.66666667,70.125,5.62,4.344,9.964,0.772953736654804,3.60186807721522,4.26443889244649,2.39461717844054,1.16219868898241,0.77672,"strong"
"1nM","chr1",204763673,204763922,111.2727273,8.555555556,0,1.3575,1.3575,0,4.72093097650662,2.2571227189638,0.857601735525475,0.0883917138027737,0.77672,"middle"
"1nM","chr1",205648317,205648556,36.7,3,1.405,1.63,3.035,0.861963190184049,3.62966009445396,1.38629436111989,1.39500630172191,-0.840530545723493,0.77672,"weak"
"1nM","chr1",205652886,205653180,39.72727273,4.444444444,1.125,0.545,1.67,0.484444444444444,3.70689795968358,1.69459572069277,0.982078472412158,-0.808754182962487,0.77672,"middle"
"1nM","chr1",206688922,206689133,65.8,4.833333333,8.766,14.114,22.88,0.621085447073827,4.2017030805426,1.76358859220422,3.1730412885244,0.529515554291166,0.77672,"middle"
"1nM","chr1",206842007,206842229,29.9,31.5,4.496,11.94333333,16.43933333,0.376444320506962,3.4307561839037,3.48124008933569,2.85872819125936,0.834430779399624,0.77672,"strong"
"1nM","chr1",206843544,206844123,128.875,53.41666667,9.809090909,31.93916667,41.748257579,0.307117934865018,4.86657244941939,3.99667047954969,3.75532843616616,2.43382483677156,0.77672,"strong"
"1nM","chr1",206847542,206847915,57.9375,53.33333333,15.54666667,18.09555556,33.64222223,0.859142822028947,4.07647756039368,3.9951379120773,3.54507323377283,1.8350130021428,0.77672,"strong"
"1nM","chr1",206898677,206898863,68,32.33333333,3.6525,1.086666667,4.739166667,0.297513118959617,4.23410650459726,3.50655789721998,1.74731401982669,0.860274921719948,0.77672,"strong"
"1nM","chr1",206901261,206901568,44.41666667,22.5,8.188571429,17.52857143,25.717142859,0.467155664208056,3.81587914494864,3.15700042115011,3.2853054140215,1.09469187369301,0.77672,"strong"
"1nM","chr1",206903587,206904111,147.4285714,45.05,25.85,25.69583333,51.54583333,0.994036105609284,5.00010384185142,3.82972776270132,3.96168580455045,2.5205942469441,0.77672,"strong"
"1nM","chr1",206906123,206906332,15.7,18.875,3.372,7.6,10.972,0.443684210526316,2.81540871942271,2.9894626605404,2.48257058999045,0.00477569097942207,0.77672,"middle"
"1nM","chr1",207241616,207241810,73,7.142857143,1.125,0,1.125,0,4.30406509320417,2.09714111879678,0.75377180237638,-0.311231618967402,0.77672,"middle"
"1nM","chr1",207840270,207840499,33.125,3.8,3.37,8.468,11.838,0.397968823807274,3.53003025350512,1.56861591791385,2.55240952288959,-0.283980367584813,0.77672,"middle"
"1nM","chr1",207948794,207949225,13.41176471,7.818181818,1.1225,2.1725,3.295,0.51668584579977,2.66804486677423,2.17681570568439,1.45745155543622,-0.993686235744504,0.77672,"weak"
"1nM","chr1",207950835,207951233,112.2352941,6.777777778,13.06625,10.495,23.56125,0.80321438821391,4.72946790250982,2.05127066474171,3.20116999774927,1.03545259888644,0.77672,"strong"
"1nM","chr1",208069308,208069524,28.11111111,1.25,0.56,0.545,1.105,0.973214285714286,3.37111992638671,0.810930216216329,0.744315467134345,-1.61192957238802,0.77672,"weak"
"1nM","chr1",209535138,209535339,4,2.333333333,0,1.81,1.81,0,1.6094379124341,1.20397280422594,1.03318448334565,-2.38996888287193,0.77672,"weak"
"1nM","chr1",209537887,209538113,27,2.4,2.81,0.545,3.355,0.193950177935943,3.3322045101752,1.22377543162212,1.47132461030447,-1.08443702453227,0.77672,"weak"
"1nM","chr1",209546430,209546697,132.8,15,15.36,8.686,24.046,0.565494791666667,4.89634614769413,2.77258872223978,3.22071413414184,1.54426331645794,0.77672,"strong"
"1nM","chr1",209746710,209746950,19.1,0.5,0,1.086666667,1.086666667,0,3.00071981506503,0.405465108108164,0.735567896603642,-2.07316934668721,0.77672,"weak"
"1nM","chr1",211113714,211113913,43.625,3.6,0,0,0,0,3.7982942400998,1.52605630349505,0,-1.28417927459234,0.77672,"weak"
"1nM","chr1",211187714,211187906,10,5.714285714,0,0,0,0,2.39789527279837,1.90423745261219,0,-1.970047975651,0.77672,"weak"
"1nM","chr1",211258883,211259148,153.9090909,106.8181818,18.91666667,75.64166667,94.55833334,0.250082626451467,5.0428384345322,4.68044630659067,4.55973688132602,3.28110428599531,0.77672,"strong"
"1nM","chr1",211502488,211502706,14.9,2.833333333,2.248,0.3633333333,2.6113333333,0.161625148265125,2.76631910922619,1.34373474661414,1.28407704855837,-1.46373436985808,0.77672,"weak"
"1nM","chr1",211521523,211521805,59.46153846,4.272727273,0,1.63,1.63,0,4.10200743494222,1.66254773779977,0.966983846189673,-0.58128629516474,0.77672,"middle"
"1nM","chr1",211603577,211603778,60.22222222,8,2.698,2.533333333,5.231333333,0.938967136026686,4.1145102317804,2.19722457733622,1.82959032803879,0.106445480747148,0.77672,"middle"
"1nM","chr1",212047113,212047431,27.42857143,1.5,6.368333333,0,6.368333333,0,3.34739467571943,0.916290731874155,1.99719153856486,-1.00608399043576,0.77672,"weak"
"1nM","chr1",212078057,212078326,18.90909091,1.333333333,2.2475,1.085,3.3325,0.482758620689655,2.99117645706379,0.847297860244346,1.46614474260762,-1.50953628453748,0.77672,"weak"
"1nM","chr1",212138573,212138912,34.21428571,1.25,0.56,0,0.56,0,3.56145184430573,0.810930216216329,0.444685821261446,-1.62541030554742,0.77672,"weak"
"1nM","chr1",213423051,213423301,35.2,2.4,1.123333333,7.6,8.723333333,0.1478070175,3.58905911883173,1.22377543162212,2.27452849517724,-0.559553927378621,0.77672,"middle"
"1nM","chr1",213570610,213570855,15.63636364,1.5,0,0,0,0,2.81159088026163,0.916290731874155,0,-2.24567547207602,0.77672,"weak"
"1nM","chr1",215001853,215002034,33.125,2.75,0,1.63,1.63,0,3.53003025350512,1.32175583998232,0.966983846189673,-1.13173051474202,0.77672,"weak"
"1nM","chr1",215425190,215425530,55.92857143,21.5,0.898,1.81,2.708,0.496132596685083,4.04179734920005,3.11351530921037,1.31049264770361,0.326769834221538,0.77672,"middle"
"1nM","chr1",215473860,215474144,39.25,7.2,1.685,1.63,3.315,0.967359050445104,3.69511000386457,2.10413415427021,1.46209732453539,-0.376861065725315,0.77672,"middle"
"1nM","chr1",215482055,215482532,108.75,12.64705882,19.5275,2.638571429,22.166071429,0.135120800358469,4.69820505195528,2.61352402735147,3.14268876986032,1.29610829563208,0.77672,"strong"
"1nM","chr1",215540222,215540578,153.875,15.86666667,8.85125,125.732,134.58325,0.0703977507714822,5.04261833994931,2.82533928782294,4.9095858428027,2.4257908642865,0.77672,"strong"
"1nM","chr1",215545013,215545338,16.46153846,0.5,0,0.3633333333,0.3633333333,0,2.86000065993176,0.405465108108164,0.309932681362151,-2.35425127812939,0.77672,"weak"
"1nM","chr1",216820353,216820595,27.125,2.857142857,1.125,0,1.125,0,3.33665886052458,1.34992671691198,0.75377180237638,-1.3354515520615,0.77672,"weak"
"1nM","chr1",219661259,219661439,70.375,2.75,0.3733333333,0,0.3733333333,0,4.26794766797617,1.32175583998232,0.317240874669053,-0.95376823748754,0.77672,"weak"
"1nM","chr1",220337776,220338022,26.33333333,7,3.183333333,3.256666667,6.44,0.977482087822162,3.30810695847419,2.07944154167984,2.006870848845,-0.391919763441793,0.77672,"middle"
"1nM","chr1",220364148,220364354,68.1,2.4,1.125,0.545,1.67,0.484444444444444,4.23555473077362,1.22377543162212,0.982078472412158,-0.728887155250823,0.77672,"middle"
"1nM","chr1",223149101,223149416,84,5.75,4.72,10.86,15.58,0.434622467771639,4.44265125649032,1.90954250488444,2.80819714970715,0.598617671029776,0.77672,"middle"
"1nM","chr1",223212615,223212855,87.72727273,7.454545455,3.37,7.875,11.245,0.427936507936508,4.48556731364546,2.13470422040865,2.50511769040413,0.612550402615883,0.77672,"middle"
"1nM","chr1",223444540,223444793,155,13.27272727,1.125,12.2175,13.3425,0.0920810313075506,5.04985600724954,2.65835053235885,2.66322715749389,1.32900383183312,0.77672,"strong"
"1nM","chr1",223655164,223655486,81.14285714,8,0.56,1.81,2.37,0.30939226519337,4.40845989170725,2.19722457733622,1.21491274436427,0.0172991003208561,0.77672,"middle"
"1nM","chr1",225450611,225450843,65.4,4.142857143,0,10.315,10.315,0,4.19569705648239,1.63760878942857,2.4261292790855,0.121020071694733,0.77672,"middle"
"1nM","chr1",229148158,229148421,53,1.25,1.123333333,1.63,2.753333333,0.68916155398773,3.98898404656427,0.810930216216329,1.32264433395462,-0.958158756983207,0.77672,"weak"
"1nM","chr1",229161630,229161890,15.2,12.1,0.75,4.525,5.275,0.165745856353591,2.78501124223834,2.57261223020711,1.83657348501785,-0.532632706661505,0.77672,"middle"
"1nM","chr1",229162291,229162555,78.83333333,10.91666667,1.798,2.172,3.97,0.82780847145488,4.37994112814111,2.47793798075163,1.60341984010854,0.327064095622875,0.77672,"middle"
"1nM","chr1",229165407,229165762,59.86666667,10.07142857,26.695,1.448333333,28.143333333,0.0542548542049073,4.10868567954752,2.40436778717496,3.37222618451325,0.909563223777437,0.77672,"strong"
"1nM","chr1",229221478,229221711,101.3333333,22.375,0,1.086666667,1.086666667,0,4.62823545859335,3.15166707517475,0.735567896603642,0.462686668150148,0.77672,"middle"
"1nM","chr1",229892803,229893019,30,0.5,1.123333333,2.1725,3.295833333,0.5170694283084,3.43398720448515,0.405465108108164,1.45764556059737,-1.47236798377063,0.77672,"weak"
"1nM","chr1",230057921,230058167,89.36363636,45.81818182,16.86,11.94166667,28.80166667,0.70828390688019,4.50384193381796,3.8462716279042,3.39456432047091,1.95837342770968,0.77672,"strong"
"1nM","chr1",230351711,230351892,4.333333333,1.333333333,0,0,0,0,1.67397643350917,0.847297860244346,0,-3.00817434531047,0.77672,"weak"
"1nM","chr1",230500512,230500822,33.08333333,3.888888889,3.3725,1.63,5.0025,0.483320978502594,3.528808506157,1.58696505660477,1.79217604911327,-0.616644331035619,0.77672,"middle"
"1nM","chr1",231512181,231512413,34.5,3,0.56,2.1725,2.7325,0.257767548906789,3.56953269648137,1.38629436111989,1.31707825043121,-0.913887983857025,0.77672,"weak"
"1nM","chr1",231672250,231672649,14.07142857,2,0.75,0,0.75,0,2.71280080376602,1.09861228866811,0.559615787935423,-1.95743365231025,0.77672,"weak"
"1nM","chr1",231770912,231771091,8.714285714,1.25,0,0,0,0,2.27359755609138,0.810930216216329,0,-2.64596888583453,0.77672,"weak"
"1nM","chr1",232193032,232193315,76.41666667,4.8,4.308333333,4.996,9.304333333,0.862356551841473,4.3492020890689,1.75785791755237,2.33256451870288,0.242379995833705,0.77672,"middle"
"1nM","chr1",232440381,232440581,15.11111111,1.333333333,0,0,0,0,2.77950916501539,0.847297860244346,0,-2.30377274090836,0.77672,"weak"
"1nM","chr1",233010042,233010335,11.16666667,3,0,0,0,0,2.49869997219431,1.38629436111989,0,-2.18851078057679,0.77672,"weak"
"1nM","chr1",233081697,233081935,64.9,3.666666667,0,6.515,6.515,0,4.18813844150846,1.54044504101858,2.01690102320494,-0.120870170733076,0.77672,"middle"
"1nM","chr1",233676703,233676886,8.25,9,4.12,0.545,4.665,0.132281553398058,2.22462355152433,2.30258509299405,1.73430689447997,-1.08306183509449,0.77672,"weak"
"1nM","chr1",233682080,233682284,10.44444444,0.5,4.72,2.715,7.435,0.57521186440678,2.43750441050507,0.405465108108164,2.13238971599793,-1.80383406205426,0.77672,"weak"
"1nM","chr1",233714992,233715288,71.23076923,8.375,7.491666667,5.428,12.919666667,0.724538375941066,4.27986612173608,2.23804657185647,2.63330270828335,0.595538414206734,0.77672,"middle"
"1nM","chr1",234553170,234553400,18,0.5,1.125,1.085,2.21,0.964444444444444,2.94443897916644,0.405465108108164,1.16627093714192,-1.91532883817427,0.77672,"weak"
"1nM","chr1",234639023,234639243,36.66666667,2.5,3.37,2.533333333,5.903333333,0.751730959347181,3.62877553013273,1.25276296849537,1.9320043866911,-0.672470550101784,0.77672,"middle"
"1nM","chr1",234875619,234875826,56.7,24.5,14.838,9.988,24.826,0.673136541312845,4.05525717351405,3.23867845216438,3.25138173642446,1.27653712438095,0.77672,"strong"
"1nM","chr1",234876246,234876802,53.31818182,25.36363636,19.855,28.445,48.3,0.698013710669714,3.99485901104077,3.27198565004422,3.89792408104864,1.54700277371597,0.77672,"strong"
"1nM","chr1",234963229,234963477,61.36363636,40,11.688,4.778,16.466,0.408795345653662,4.13298235486921,3.71357206670431,2.86025613399154,1.40935459939695,0.77672,"strong"
"1nM","chr1",235068484,235068707,32.7,9.333333333,4.12,0.815,4.935,0.197815533980583,3.51749783735832,2.33537491578478,1.78086702806163,-0.220457524375775,0.77672,"middle"
"1nM","chr1",241708799,241709018,28,0.5,0,1.086666667,1.086666667,0,3.36729582998647,0.405465108108164,0.735567896603642,-1.83960165060082,0.77672,"weak"
"1nM","chr1",245336335,245336548,37.25,3.25,0,3.255,3.255,0,3.64414356027254,1.44691898293633,1.44809476202534,-0.77433802945153,0.77672,"middle"
"1nM","chr1",246219307,246219776,36.05263158,7.666666667,0.56,4.562,5.122,0.122753178430513,3.61233937702001,2.15948424939183,1.81188884052322,-0.2420773143875,0.77672,"middle"
"1nM","chr1",246268108,246268286,18.5,0,0,0,0,0,2.9704144655697,0,0,-2.64458771857843,0.77672,"weak"
"1nM","chr1",246417497,246418126,25.57692308,2.2,0.56,1.0875,1.6475,0.514942528735632,3.28004328586196,1.16315080980568,0.973615798493424,-1.37459578215034,0.77672,"weak"
"1nM","chr10",88419,88668,118,8.1,22.85333333,7.961666667,30.814999997,0.34838098022876,4.77912349311153,2.2082744135228,3.45993787659046,1.26915916475445,0.77672,"strong"
"1nM","chr10",90223,90459,73.09090909,7.125,31.02,22.15,53.17,0.714055448098001,4.30529284043022,2.0949457282158,3.99212724966981,1.14474061519375,0.77672,"strong"
"1nM","chr10",92549,92781,12.6,65.45454545,0.3733333333,17.588,17.9613333333,0.0212265938878781,2.61006979274201,4.19651818688301,2.94240181784058,0.739548901258627,0.77672,"strong"
"1nM","chr10",107021,107341,28.57142857,3.571428571,1.5,0.545,2.045,0.363333333333333,3.38680864416175,1.51982575365066,1.11350090116186,-1.04898653148674,0.77672,"weak"
"1nM","chr10",126485,126729,21.625,11.11111111,4.496,5.21,9.706,0.86295585412668,3.11905548958599,2.49412330480118,2.37080433197119,-0.122371880117582,0.77672,"middle"
"1nM","chr10",126932,127292,41.4,21.53846154,2.73,7.29,10.02,0.374485596707819,3.74714836223791,3.11522325162379,2.39971180372477,0.629818783170953,0.77672,"middle"
"1nM","chr10",517353,517579,62.3,8.444444444,0.56,3.8,4.36,0.147368421052632,4.14788532915013,2.24542667910704,1.67896397508271,0.0862779997467263,0.77672,"middle"
"1nM","chr10",970472,970689,40.5,2,3.6525,4.615,8.2675,0.791440953412784,3.72569342723665,1.09861228866811,2.22651365604275,-0.562403331661294,0.77672,"middle"
"1nM","chr10",2399957,2400253,13,9.111111111,0,0,0,0,2.63905732961526,2.31363492916964,0,-1.59294134205045,0.77672,"weak"
"1nM","chr10",3249485,3249688,23.14285714,4.428571429,2.2475,3.255,5.5025,0.69047619047619,3.18398856574942,1.69167601075002,1.87218671834067,-0.743215777595785,0.77672,"middle"
"1nM","chr10",3482772,3483089,44,18.36363636,6.93,3.62,10.55,0.522366522366522,3.80666248977032,2.96339689272326,2.4466854369678,0.605998009033544,0.77672,"middle"
